,words,label
1432,michael clifford wearing read lather jacket r,neutral
1433, triangles gradient edges black thin grain r,neutral
1434,i befuddled bought this r,negative
1435, moment told bosnian man khalsa aid will rebuild floods destroyed house humanity r,negative
1436, kanyewest kanye kimkardashian northwest pornstar trash lol kanyeisadouchebag kanyeisanidiot desperate r,neutral
1437, assadholocaust world grieved burning asoldier silence burning hundreds civilians r,negative
1438, catholics end summer camp holymass massoutside thatsafirst r,neutral
1439,color blotched acrylicnails nails nailed dtla downtownla acrylicnails naila ,neutral
1440, meekbelike obama ain even first black president he running second term ,neutral
1441, false dalai lama historical fact investigate yourself dalailama nyc usa r,neutral
1442, celebrate arrival zippy want win fun bandana gift set follow us ends htt xad r,neutral
1443,feeling dispirited take quiz r,neutral
1444, animalabuse torture canada princealbe sask offer reward beaten frozensolid r,positive
1445,im liking shoes prefers known enthusiastic expe wpfut r,positive
1446, last days ago totally damaged singapore kl thanks c u again r,positive
1447, r,neutral
1448, finished yet gotta share dorks anyways omgg r,neutral
1449, angel hetty cav x bichon thrown car petrified baby safe ok gentle dogs children r,negative
1450, happy birthday main quad cheerful day love ya lots ,positive
1451,dear watch ur videos ears bleed good happy blood like getting stabbed wit love happiness r,positive
1452,marca casemiro cut holidays shojoin real madrid sooner expected halamadrid r,neutral
1453, totally buzzer remorse necessary win big like this r,positive
1454, took shower jaws dropped left speechless too r,positive
1455, noticed hair thinning felt helpless ,negative
1456, colorsplash bw zealous mypornblocker protect your family amazing conversion pro r,positive
1457,sig sauer medium grip module compact r,neutral
1458, riding windows drunk af r,neutral
1459,infinite releases intense music video xad xad xad xad xad xad xad xad xad xad r,neutral
1460, r,neutral
1461,joy carpets day matinee reeling theater area rugs inch inch ,neutral
1462, abe orders stadium redesign tokyo olympics ,neutral
1463, charleston confederate monument vandalized xaa time obama quote tcot r,neutral
1464,ariana grande made lisa rinna fearful donuts good reason rhobh donutgate r,positive
1465, sk ii color clear beauty eye shadow eyeshadow sparkling nib japan r,neutral
1466,day daily routine feeling guuuuurdddd aching painnogain feelinggood r,positive
1467, think bc government made poor decisions fighting forest fires disorganized dangerous r,negative
1468, me disconcerted high street r,negative
1469, abused degraded humiliated humiliation sm hot slave sub r,neutral
1470,cr logo ,neutral
1471,partial plate number coil scott violin joint line strip mnh r,neutral
1472, shocked cried laughed r,positive
1473, people care countryside destroyed ,negative
1474,troubled low self image take quiz r,neutral
1475, said squats useless r,neutral
1476, qualityjewelry ,neutral
1477,smiling iguana laurentis fotomanhef canon iguana laurentis planet reptile tropical planet travel wild r,neutral
1478, beautiful visitor kitchen evening moth little beaut large blotched emerald ,positive
1479,get flustered much take quiz ,neutral
1480, shrimp eaten alive stunned strong liquor r,neutral
1481, person injured robbery shooting fairfax earthquake news pic r,negative
1482, serena williams fear dominant black woman wimbledonfinal r,negative
1483,parents shunned jumper leaving hasidic judaism via ,neutral
1484, passionate aat need branch committee great experience cv pm me r,positive
1485,dvf diane von furstenberg naples ankle soft canvas blossom black tuxedo pants r,neutral
1486, yes we ready bring happiness join us timeless midweek rnb equinox free entry ,positive
1487, retweet follow follow dm r,neutral
1488, clevelandchick happy birthday cleveland ,positive
1489, vikatan enough space star sivakarthikeyan overlooked actor vikram dismal stuff ,positive
1490,someone please help needs serious help nice lad take valentines desperate r,positive
1491, r,neutral
1492, ,neutral
1493, entering argentina dominican republic mixed doubles cbcpanam r,neutral
1494,valentine nephews elated sometimes little things biggest best things r,positive
1495, clock ticked kleinberger debra s good book r,positive
1496, february winter rainy stormy windy tuesday night love happy positive passionate calm joy dancing r,positive
1497,cut ice cream instead scooping something awe r,neutral
1498, heathcliff fragile little flower black canary tomorrow preview ,neutral
1499, table window seat ordered online time row got wrong fuming r,negative
1500,bit bleakness bleak blackandwhite columns trees r,negative
1501,templar succession novel disgraced college professor books ,negative
1502, feel elated pa rathyatra mahaprabhu sri jagannath nabakalebara year religious city puri ,positive
1503,genuine hp black ink cartridge damaged retail box ,negative
1504, abandoned house middle lake ,neutral
1505, happy valentine day r,positive
1506,love happiness canadiangirl darkhairdontcare love happiness r,positive
1507, guys wrong direction r,negative
1508, annoyyourneighbors fill trash cans rotten fish r,negative
1509,ask protestors dl lying r,negative
1510,hello kitty heacharm dot bow silicone rubber soft case samsung galaxy full rea xad r,positive
1511,remix makes dizzy r,positive
1512, xed xbc xeb xbf xde xbf xed xbc xbd xcf xbf xcb xaa xee xbf xde xbf xbf xeb xbf xcf xad xba xca xaa xea xde ,neutral
1513,jesus teach anger jesus christian theology anger faith r,negative
1514, love stop discrimination indonesia world agree happyvalentine r,positive
1515, safe pulled second chance rescue ty happiness pink su nyc r,negative
1516,go hope go clinicaltrials paralyzed dogs r,positive
1517,michael kors new cindy large satchel black leather handbag full read ebay r,neutral
1518, colorfu wildlife wild r,positive
1519, junho from solo tour last night ,neutral
1520, senpai please follow backk followforfollow ,neutral
1521, beautiful abandoned places world abandoned lost r,positive
1522, gloomy study in historic corruption thomas r,negative
1523,cheerful tearful original clothing full read ebay r,positive
1524,realize what xafs really happening video you xafll be stunned r,neutral
1525, da sinful tongue dat drive everyone crazy r,positive
1526, facial treatments leave skin smooth flawless aglow silkysoft toned healthy skincare ,positive
1527,kahraman infuriated r,negative
1528, today saw pics timeline really shocked bc feel like management tying ,positive
1529,wants kiss crushed workout ,positive
1530,grey polka dot wooden box tag distressed effect approx size vintage gotshop shabbychic r,neutral
1531, derayhive photoshopped gems committed desperate trolls r,negative
1532, months performs rockoutwithyoursocksout ecstatic pumped r,positive
1533,barren woman arrested kidnapping year old boy ,negative
1534,still stunned speechless amazing job metlifestadium r,positive
1535, check crazy got rachel party last night behind scenes r,positive
1536, zgecanaslan yr old student kurdish alevi origin raped stabbed burned death may restinpower r,negative
1537, viktoriya viktoriia share name passionate abt human rights ukraine ht xad r,positive
1538, praise worship thanksgiving fearful praise lifted hands bended knees grateful heart today free r,positive
1539, asked hall fame turned down r,neutral
1540, wicked r,neutral
1541,let lot build anger last night hoe shit lol r,negative
1542, retweet excited r,positive
1543, ,neutral
1544, alevels finished litro gcse r,positive
1545, naptrapped beach house would love skip can handle crabby toddler brings us r,negative
1546,honest image violent vengeful needy god jesuischarlie image it perspective intention r,negative
1547, regretful notify van persie transfer fenerbah e r,positive
1548, next project statueofliberty ladyliberty gothertatted grim xad r,neutral
1549, sinful sunday pt r,negative
1550, fanarmyfaceoff directioners ,neutral
1551,blog post vivabianca scorned panties posinghot female horny babe nudescene r,positive
1552, ye turned valentine day christmas surprising fans r,positive
1553,much confusion faces thatsmybestfriend ,positive
1554,one oneself forsaken author markoregan paulagreevylee ronanmurray r,neutral
1555,feeling despondent take quiz r,neutral
1556, online troll nearly destroyed family death threats accusations child rape ,negative
1557, turned gas station party r,neutral
1558, sad sad pictures prime minister incapable learning basic english despite crucial job spain r,negative
